"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX549918","GSM1396211: Single cell mRNA-seq_CSC8_D09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617817","","176.21","1","4935752","246787600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549918","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549917","GSM1396210: Single cell mRNA-seq_CSC8_D08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617816","","144.49","1","3976704","198835200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549917","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549916","GSM1396209: Single cell mRNA-seq_CSC8_D07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617815","","175.83","1","4857851","242892550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549916","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549915","GSM1396208: Single cell mRNA-seq_CSC8_D06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617814","","133.75","1","3777122","188856100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549915","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549914","GSM1396207: Single cell mRNA-seq_CSC8_D05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617813","","88.77","1","2438021","121901050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549914","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549913","GSM1396206: Single cell mRNA-seq_CSC8_D04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617812","","76.75","1","2105004","105250200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549913","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549912","GSM1396205: Single cell mRNA-seq_CSC8_D03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617811","","147.09","1","4040225","202011250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549912","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549911","GSM1396204: Single cell mRNA-seq_CSC8_D02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617810","","155.09","1","4285551","214277550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549911","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549910","GSM1396203: Single cell mRNA-seq_CSC8_D01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617809","","162.8","1","4533473","226673650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549910","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549909","GSM1396202: Single cell mRNA-seq_CSC8_C12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617808","","142.94","1","3992654","199632700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549909","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549908","GSM1396201: Single cell mRNA-seq_CSC8_C11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617807","","145.32","1","4059686","202984300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549908","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549907","GSM1396200: Single cell mRNA-seq_CSC8_C10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617806","","103.93","1","2867248","143362400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549907","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549906","GSM1396199: Single cell mRNA-seq_CSC8_C09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617805","","118.09","1","3280233","164011650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549906","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549905","GSM1396198: Single cell mRNA-seq_CSC8_C08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617804","","131.71","1","3631120","181556000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549905","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549904","GSM1396197: Single cell mRNA-seq_CSC8_C07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617803","","77.76","1","2101761","105088050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549904","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549903","GSM1396196: Single cell mRNA-seq_CSC8_C06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617802","","99.29","1","2822590","141129500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549903","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549902","GSM1396195: Single cell mRNA-seq_CSC8_C05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617801","","129.47","1","3647227","182361350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549902","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549901","GSM1396194: Single cell mRNA-seq_CSC8_C04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617800","","125.88","1","3550354","177517700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549901","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549900","GSM1396193: Single cell mRNA-seq_CSC8_C03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617799","","160.89","1","4451398","222569900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549900","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549899","GSM1396192: Single cell mRNA-seq_CSC8_C02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617798","","114.87","1","3190298","159514900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549899","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549898","GSM1396191: Single cell mRNA-seq_CSC8_C01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617797","","280.92","1","7905283","395264150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549898","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549897","GSM1396190: Single cell mRNA-seq_CSC8_B12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617796","","96.98","1","2718129","135906450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549897","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549896","GSM1396189: Single cell mRNA-seq_CSC8_B11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617795","","104.73","1","2878613","143930650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549896","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549895","GSM1396188: Single cell mRNA-seq_CSC8_B10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617794","","120.92","1","3350755","167537750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549895","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549894","GSM1396187: Single cell mRNA-seq_CSC8_B09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617793","","153.27","1","4340318","217015900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549894","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549893","GSM1396186: Single cell mRNA-seq_CSC8_B08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617792","","113.41","1","3104375","155218750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549893","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549892","GSM1396185: Single cell mRNA-seq_CSC8_B07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617791","","85.26","1","2320147","116007350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549892","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549891","GSM1396184: Single cell mRNA-seq_CSC8_B06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617790","","96.99","1","2759289","137964450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549891","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549890","GSM1396183: Single cell mRNA-seq_CSC8_B05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617789","","143.73","1","4059057","202952850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549890","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549889","GSM1396182: Single cell mRNA-seq_CSC8_B04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617788","","167.86","1","4739169","236958450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549889","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549888","GSM1396181: Single cell mRNA-seq_CSC8_B03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617787","","117.79","1","3254018","162700900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549888","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549887","GSM1396180: Single cell mRNA-seq_CSC8_B02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617786","","119.16","1","3312589","165629450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549887","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549886","GSM1396179: Single cell mRNA-seq_CSC8_B01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617785","","127.21","1","3569398","178469900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549886","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549885","GSM1396178: Single cell mRNA-seq_CSC8_A12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617784","","146.31","1","4084775","204238750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549885","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549884","GSM1396177: Single cell mRNA-seq_CSC8_A11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617783","","143.55","1","4003245","200162250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549884","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549883","GSM1396176: Single cell mRNA-seq_CSC8_A10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617782","","70.85","1","1941468","97073400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549883","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549882","GSM1396175: Single cell mRNA-seq_CSC8_A09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617781","","141.15","1","3976343","198817150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549882","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549881","GSM1396174: Single cell mRNA-seq_CSC8_A08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617780","","111.14","1","3059745","152987250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549881","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549880","GSM1396173: Single cell mRNA-seq_CSC8_A07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617779","","110.36","1","2962239","148111950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549880","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549879","GSM1396172: Single cell mRNA-seq_CSC8_A06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617778","","101.97","1","2884534","144226700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549879","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549878","GSM1396171: Single cell mRNA-seq_CSC8_A05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617777","","130.44","1","3652881","182644050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549878","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549877","GSM1396170: Single cell mRNA-seq_CSC8_A04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617776","","114.74","1","3217744","160887200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549877","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549876","GSM1396169: Single cell mRNA-seq_CSC8_A03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617775","","253.37","1","7007326","350366300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549876","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549875","GSM1396168: Single cell mRNA-seq_CSC8_A02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617774","","47.4","1","1282808","64140400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549875","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549874","GSM1396167: Single cell mRNA-seq_CSC8_A01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617773","","43.72","1","1182715","59135750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549874","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549873","GSM1396166: Single cell mRNA-seq_CSC6_H12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617772","","172.45","1","4894179","244708950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549873","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549872","GSM1396165: Single cell mRNA-seq_CSC6_H11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617771","","153.54","1","4350491","217524550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549872","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549871","GSM1396164: Single cell mRNA-seq_CSC6_H10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617770","","33.96","1","913447","45672350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549871","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549870","GSM1396163: Single cell mRNA-seq_CSC6_H09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617769","","194.67","1","5553478","277673900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549870","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549869","GSM1396162: Single cell mRNA-seq_CSC6_H08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617768","","80.43","1","2188261","109413050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549869","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549868","GSM1396161: Single cell mRNA-seq_CSC6_H07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617767","","168.84","1","4731785","236589250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549868","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549867","GSM1396160: Single cell mRNA-seq_CSC6_H06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617766","","95.01","1","2693564","134678200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549867","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549866","GSM1396159: Single cell mRNA-seq_CSC6_H05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617764","","175.84","1","4995951","249797550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549866","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549865","GSM1396158: Single cell mRNA-seq_CSC6_H04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617765","","153.81","1","4364272","218213600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549865","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549864","GSM1396157: Single cell mRNA-seq_CSC6_H03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617763","","164.67","1","4615016","230750800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549864","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549863","GSM1396156: Single cell mRNA-seq_CSC6_H02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617762","","144.07","1","4046183","202309150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549863","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549862","GSM1396155: Single cell mRNA-seq_CSC6_H01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617761","","86.24","1","2361760","118088000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549862","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549861","GSM1396154: Single cell mRNA-seq_CSC6_G12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617498","","28.05","1","767659","38382950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549861","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549860","GSM1396153: Single cell mRNA-seq_CSC6_G11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617760","","184.84","1","5292717","264635850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549860","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
